,title,link,date,news
899,한국식생활교육학회 추계학술대회,http://www.aflnews.co.kr/news/articleView.html?idxno=137228,2017.11.06,"['\n한국식생활교육학회는 오는 10일 서울 양재동 aT센터에서 2017년 추계학술대회 및 제 6차 식생활교육매체경진대회를 개최한다.이번 학술대회는 정부가 식생활교육의 중요성을 인식하고 2009년 식생활교육기본법 제정이후 전개한 다양한 식생활교육에 관한 제도적 시도와 성과를 점검키 위해 마련됐다. 또한 식생활교육을 보다 활성화하기 위한 제도개선과 내실화 방안을 모색할 계획이다.학술대회에서는 전 아르헨티나 대사와 청와대 농림해양수석 비서관을 역임한 최양부 박사가 ‘농업과 연계한 식생활교육 활성화를 위한 제도 개선 방안’이라는 주제의 기조강연을 하며 대학, 정부연구소에서 식생활교육을 연구하는 전문가 6인의 주제발표가 이뤄질 예정이다.이후 임정빈 한국식생활교육학회장(서울대 교수) 주재로 정부와 관련기관에서 선정된 전문가들의 종합토론이 진행된다. 더불어 올해로 6회째를 맞는 식생활교육매체 경진대회도 열린다. 식생활교육매체 경진대회는 식생활에 대한 이해를 돕고 생애주기에 따른 대상별 다양한 교육방법을 제시하기 위해 학생의 흥미를 자극하고, 효과적인 학습을 위한 교육매체를 개발토록 유도하기 위해 실시되고 있다. ']"
900,"cj프레시웨이, 복지사각지대 위기가정 기금마련 행사 동참",http://www.aflnews.co.kr/news/articleView.html?idxno=137173,2017.11.02,['\nCJ프레시웨이는 복지사각지대에 놓여 있는 위기가정 지원을 위한 기금마련 행사에 동참했다.CJ프레시웨이는 최근 서울시 성북구 월곡동 일대에서 열린 제1회 달빛축제 전야제 희망주차장 행사에서 후원금 1000만원을 대한불교진각종 진각복지재단에 전달했다.희망주차장은 달빛축제 관람객과 지역 주민을 대상으로 먹거리 장터를 운영해 판매된 수익금을 진각복지재단이 후원하는 위기가정을 지원하기 위해 마련됐다.CJ프레시웨이는 후원금 외에도 전문 셰프를 행사장에 투입해 먹거리에 대한 매뉴 컨설팅과 조리 등을 지원했으며 임직원들도 동참해 소외이웃과의 나눔정신을 실천했다.CJ프레시웨이 영업본부 관계자는 “복지 서비스가 지속적으로 확대되고 있지만 이 같은 혜택에서 벗어난 이웃들은 여전히 기초생활도 보장받지 못하는 어려움에 처해있다”며 “앞으로도 소외된 이웃을 직·간접적으로 도울 수 있는 활동에 참여하겠다”고 밝혔다. ']
901,2017 한국 쌀가공식품 베트남 판촉행사,http://www.aflnews.co.kr/news/articleView.html?idxno=137170,2017.11.02,"['\n(사)한국쌀가공식품협회는 지난 1일부터 오는 30일까지 베트남 호치민 롯데마트(2개소)와 K-mart(2개소) 매장에서 ‘한국 쌀가공식품 베트남 판촉행사를 갖는다.이번 베트남 판촉행사는 지난해 대만 행사에 이어 신규 수출 유망시장인 동남아 시장으로 한국 쌀가공식품의 수출기반을 확보코자 마련된다.쌀가공식품협회는 베트남 소비자들에게 떡볶이, 막걸리, 쌀과자 등 국내 주요 쌀가공식품 50여종에 대한 시식 이벤트를 통해 인지도를 높여 인기상품을 발굴하는데 주력할 계획이다.쌀가공식품협회 관계자는 “이번 행사를 통해 베트남 소비자들의 제품별 만족도와 선호도를 조사해 해당 점포에 정식입점을 추진할 뿐만 아니라 향후 타 유통매장으로의 입점을 계속 추진할 예정”이라며 “베트남에서 쌀가공식품 수출 판로를 확대해 동남아 전역에 쌀가공식품을 알리는 기회로 삼겠다”고 설명했다. ']"
902,맞춤형 양념장 시장 &apos;주목&apos;,http://www.aflnews.co.kr/news/articleView.html?idxno=137169,2017.11.02,"['\n국내 양념장 시장은 CJ제일제당, 대상, 풀무원, 오뚜기 등 대기업이 주도하고 있는 가운데 올해 시장의 특성은 집밥, 쿡밥 트렌드에 따라 전문음식점의 맛을 살린 양념장 출시와 1~2인 가구, 캠핑족 등을 위한 편의성을 강조한 소용량 제품 등의 출시다.CJ제일제당 냉장 간편요리 양념브랜드 다담은 브랜드 출시 20년을 맞아 제품 라인업 확장을 위해 조림볶음 양념 2종인 마파두부양념과 갈치조림양념을 출시했다. 전문 셰프와 연구원이 외식전문점의 비법을 활용해 고급스러운 맛과 깊은 풍미를 낸 것이 특징이다.대상 청정원의 소스 브랜드 ‘고메레시피’는 복잡한 레시피나 별도의 양념이 필요 없이 요리를 완성시킬 수 있는 메뉴별 특화요리소스를 선보였다. 탄두리치킨양념, 나시고랭양념 등 분말타입의 소스 6종, 한식 양념소스 4종으로 구성돼 있다.또한 편의성을 강조한 소용량 제품 출시도 줄지어 나오고 있다.샘표 찌개양념인 ‘샘표 순두부찌개, 강된장찌개는 사골육수와 백일된장을 베이스로 활용한 제품으로 상온 보관이 가능하고 여행, 캠핑 등 야외활동 시에도 간편하게 이용할 수 있다.CU의 백종원의 만능볶음고추장은 만능소스 간편식 시리즈의 일종으로 도시락, 주먹밥 등 간편식 상품들과 함께 섭취할 수 있는 제품이다. 이 소스는 맛과 편의성을 강점으로 TV 프로그램에서 큰 인기를 끌었으며 500원의 저렴한 가격에 1회분 소포장이 특징이다.최근 집에서 간편하게 즐길 수 있는 다양한 양념장 제품이 출시되면서 시장 규모는 지속적으로 성장하고 있다.식품산업통계정보에 따르면 CJ제일제당은 편의성을 강조한 요리양념 다담이 인기몰이를 하며 2015년 500억원이었던 매출이 지난해 12.1% 성장하며 561억원으로 증가했다. 지난 2분기 기준 양념장은 독립슈퍼(33%)에서 주로 판매되고 있으며 이어 할인점(30.8%), 체인슈퍼(28.8%)순이다. 2015년 대비 지난해 매출은 체인슈퍼(7.2% 증가)와 독립슈퍼(7.0% 증가)가 증가 추세를 나타내고 있다. 체인슈퍼는 접근성 및 제품 구성이 다양한 특징에 따라 매출이 상승했으며 독립슈퍼 역시 높은 접근성을 강점으로 내세우고 있다.지난 2분기 기준 고기양념이 가장 많은 매출 비중을 차지하고 있으며 이어 찌개양념, 기타양념 순이다.2015년 대비 지난해 가장 큰 증가세를 보인 품목은 찌개양념으로 매출이 17%나 증가했다. 이는 집밥트렌드에 따라 가정간편식(HMR) 제품에 양념을 추가해 색다른 음식을 만들거나 원재료에 양념을 추가해 가정식을 조리하고자 하는 싱글족, 맞벌이 가정이 증가했기 때문이다.식품업계 관계자는 “편의성을 중요하게 생각하는 젊은 층의 양념장 구매가 꾸준히 이어지면서 시장이 지속 성장하고 있다”며 “TV요리프로그램에서 간편 양념장 등을 쉽게 접하고 있는 소비자를 대상으로 한 식품기업들의 다양한 양념장 출시가 매출 성장으로 이어지고 있다”고 밝혔다. ']"
903,[이슈] 서울국제식품산업전(COEX FOOD WEEK) &apos;성료&apos;,http://www.aflnews.co.kr/news/articleView.html?idxno=137093,2017.10.31,"['\n▲ 국내외 식품시장의 최신 동향을 파악하고 각종 식문화 행사를 즐길 수 있는 ‘서울국제식품산업전’이 지난 25~28일 서울 코엑스에서 개막, 성황리에 마쳤다.전 세계 40여 개국 800여개사가 참여한 글로벌 푸드 대축제 서울국제식품산업전(COEX FOOD WEEK)이 지난 25~28일 서울 코엑스에서 성황리에 열렸다.이번 국제식품산업전은 프리미엄 푸드마켓, 강소농 대전, 글로벌 식품전, 서울디저트쇼, SIBA2017, 수제맥주·푸드트럭 등의 다양한 프로그램으로 참석자들의 눈과 귀, 입을 즐겁게 했다.A홀에서는 프리미엄 푸드마켓과 강소농 대전이 열려 전국 지자체에서 엄선한 고품질의 농축수산물과 다양한 기업들의 식품 관련 물품들을 볼 수 있었다. 또한 전국 각 시·군의 농업기술센터를 통해 선발된 강소농들이 직접 재배한 다양한 농산물과 아이디어를 통해 개발된 체험행사가 눈길을 끌었으며 농촌진흥청 및 도·광역시, 시, 군이 참여해 우리 농업·농촌 바로 알리기에 매진했다.B홀에서는 글로벌 식품전과 ‘G Food Show 2017’이 열렸다. 글로벌 식품전에서는 아세안 10개국의 100가지 식품과 지역의 천연 식품을 활용한 로컬푸드, 다양한 현지 요리 등을\xa0맛볼 수 있었다. 전시에 참여한 국가는 일본, 스페인, 독일, 라트비아, 싱가포르, 태국, 스리랑카, 터키, 이란, 캐나다 등이다. 또한 G Food Show 2017에서는 청년농부들이 직접 기른 신선한 농산물을 비롯해 경기도에서 인증하는 고품질의 먹거리로 가득 찼다. 이와 함께 수출에 매진한 농업인들에 대한 포상도 이어졌다.C홀에서는 참석자들에게 달콤함을 선사한 서울디저트쇼, SIBA 2017이 ‘Show the Fun In Desserts’를 주제로 관람객들에게 다섯가지 재미를 선사했다. 마리아주 라운지에서는 커피·흑맥주와 디저트의 만남을 통해 ‘맛의 재미’를 제공했으며 ‘수제디저트·플레이팅 컬렉션(고르는 재미)’에서는 나만의 홈 카페를 연출할 수 있는 수제 디저트와 핸드메이드 테이블 등이 선보였다. ‘Sweet On-Air(배우는 재미)’는 국내외 전문가를 초청해 현장에서 라이브 베이킹 시연 등으로 진행됐다. ‘동네빵집관(먹는 재미)’은 대한제과협회가 운영하는 베이커리존과 프리미엄 베이커리 존 등으로 구성돼 소비자들의 입을 즐겁게 했다.D홀은 수제맥주와 최근 인기몰이를 하고 있는 푸드트럭 음식을 맛볼 수 있는 공간으로 구성됐다. D홀 입구에서는 편하게 앉아 수제맥주와 다양한 음식을 먹을 수 있는 자리도 마련됐다.국제식품산업전에 참여한 식품업계 관계자는 “눈과 입, 귀를 즐겁게 하는 다양한 행사로 지난해보다 더 많은 소비자들이 찾았다”며 “부스에 참여한 농식품 관련 업체들이 지난해보다 좀 더 많은 상품을 팔았다”고 밝혔다.C홀에서 만난 관람객들은 “각 관마다 각기 다른 테마로 구성돼 볼거리가 상당히 많았으며 서울야시장 등에서 볼 수 있었던 푸드트럭도 한 자리를 차지해 먹거리도 풍성했다”며 “굳이 먼 곳에 나가지 않아도 아이들과 좋은 시간을 보낼 수 있는 박람회라고 생각한다”고 호평했다. ']"
904,1932포천일동막걸리 &apos;담은&apos; 농식품부 장관상,http://www.aflnews.co.kr/news/articleView.html?idxno=137095,2017.10.31,"[""\n한국식품연구원은 최근 2017 식품기술대상을 개최하고 농림축산식품부 장관상에 ㈜1932 포천일동막걸리 '담은'이, 과학기술정보통신부 장관상에 ㈜쿠엔즈버킷 ‘국산 참기름·들기름’이 선정됐다고 밝혔다.올해 식품연 식품기술대상은 2015년 이후 출시한 식품(김치류 제외)이 참가대상이었으며 장관상에 이어 하설화(솔룸바이오텍), 수박소다((주) 에스에프씨바이오), 시금치 단호박 돌 김자반((주) 제이케이푸드)이 식품연 원장상 영예를 안았다.식품연은 지난 28일까지 서울국제식품산업전 식품연 테마관에서 수상제품을 전시했으며 수상기업에 대해서는 식품연 패밀리기업으로 추천해 기업 지원을 할 계획이다.박용곤 식품연 원장은 “내년에도 식품연 식품기술대상을 지속적으로 실시할 계획”이라며 “중소·중견 식품기업의 애로기술을 해결하는 기술지원사업을 수행 중으로 현장에서 발생하는 기술적 애로사항이 있으면 식품연의 프로그램을 적극 활용하길 바란다”고 밝혔다.\xa0 ""]"
905,신흥시장 바이어 상담회 주목,http://www.aflnews.co.kr/news/articleView.html?idxno=137094,2017.10.31,"['\n신흥 유망국가 바이어들과 국내 식품 수출업체들이 한 자리에 모여 국내 농식품 수출산업에 대해 논의하는 자리가 마련됐다.농림축산식품부와 한국농수산식품유통공사(aT)는 지난 24일 서울 그랜드하얏트호텔에서 인도, 브라질, 남아공, 카자흐스탄, 이탈리아 등 신흥 유망국가 바이어들을 대규모로 초청해 수출업체 158개사와 1대1로 매칭 상담하는 우리 농식품 거대 신흥시장 바이어 상담회를 개최했다.현재 우리 농식품 수출은 일본, 중국, 미국 등 일부 국가에 크게 의존하고 있어 대외환경 변화(중국 한한령, 일본 혐한 등)에 따라 수출이 급감할 수 있는 취약한 구조로 수출 대상국 다변화가 시급한 실정이다.그러나 다수의 농식품 수출업체의 역량(수출 전담 인력 1~2명)으로는 신흥 국가 바이어를 만나기조차 힘든 상황이다.aT는 이에 따라 인도, 브라질 등 신흥 유망 28개 국가 90여 바이어를 초청, 상담회를 개최함으로써 영세 수출업체가 국내에서 유망국 바이어를 한 번에 만날 수 있는 기회를 제공했다.지금까지 국내 바이어 초청행사에서 대규모로 신흥시장 바이어를 초청한 것은 이번이 처음이다.이번 상담회에서는 월드서포터즈를 활용한 수출상품 품평회, 참가 수출업체 대상 수출지원사업 효과성 제고 및 식품산업 육성방안 심포지엄 등 다양한 수출 관련 부대행사가 개최됐다.월드서포터즈를 활용한 품평회는 국내에서 시행하는 해외마켓테스트로서 농식품 수출시장다변화를 지원하는 국내 거주 다변화 대상 국적 외국인 서포터즈 100여명의 풀을 활용해 수출 희망 상품의 맛, 가격, 포장, 디자인, 네이밍 등 시장성을 두루 평가해 타깃 국가 적합 품목 개발을 지원했다.농식품 수출업체 관계자는 “인도, 브라질 등 신흥 유망국가 수출에 평소 관심이 많았지만 수출인력이 부족해 일본, 중국 등 기존 수출국 이 외에는 인력을 투입하기가 어려웠다”며 “평소에 관심있던 다변화 대상지역 바이어를 만나게 돼 신시장 개척에 좋은 기회가 됐다”고 밝혔다.여인홍 aT 사장은 “외부변수로부터 우리 농식품 수출에 대한 영향을 최소화하기 위해 올해 역점사업으로 시장다변화 사업을 추진하고 있다”며 “청년들의 참신한 아이디어와 열정을 다변화 사업에 적극 활용해 청년 일자리 창출과 신흥유망국가 시장개척을 동시에 해결할 수 있도록 노력하겠다”고 말했다. ']"
906,양평 파스타 맛집 ‘페라피오레’,http://www.aflnews.co.kr/news/articleView.html?idxno=137088,2017.10.31,"['\n\xa0단풍이 절정으로 향하면서 전국 유원지마다 가족, 연인들로 인산인해다. 가을의 정취를 만끽하기에 추천할 만한 곳으로 양평만한 곳이 없다.\xa0서울에서 1시간 내외면 닿는 양평은 당일치기 여행도 좋지만, 편안하게 1박2일을 즐기는 데이트 코스로도 인기다. 용문사 은행잎이 노랗게 물드는 요즘은 커플여행이 유난히 많은 곳이기도 하다.\xa0양평은 수령 1100년으로 추정되는 용문사 은행나무(천연기념물 30호) 외에도 두물머리, 세미원, 레일바이크, 문호리 리버마켓 등 젊은이들이 가볼만한 곳으로 즐비하다. 특히 용문역 일대는 20사단이 근처에 있어 면회를 오는 가족, 연인들을 위한 맛집들이 적지 않다.\xa0이 가운데 용문역 근처에 위치한 이태리식 화덕피자 전문점 ‘페라피오레’는 파스타 맛집으로도 유명하다. 연인, 가족을 위한 2인~4인용 스테이크 세트(버섯샐러드+파스타+스테이크)와 파스타 세트(버섯샐러드+파스타+고르곤졸라피자) 메뉴가 인기다.\xa03일간 숙성한 도우를 사용해 고온의 화덕에서 직접 구워내는 고르곤졸라 피자는 그 맛이 일품이다. 여기에 양평 지역에서 생산된 표고, 새송이, 느타리버섯으로 만들어지는 버섯샐러드가 신선함을 더한다. \xa0현재 ‘양평 용문맛집 인증샷 이벤트’의 하나로 해시태크와 페라피오레 인증샷을 SNS 올리면 콜라 혹은 스프라이트를 테이블당 1병 무료로 제공하고 있다. 조각을 전공한 이병희 대표는 서울 청담동 압구정동 이촌동 이탈리안 레스토랑에서 17년여간 셰프로 일한 경력의 실력파다.\xa0이병희 대표는 “양평은 두물머리가 있는 양수리 주변의 서부지역과 천년고찰 용문사가 있는 동부지역으로 여행지가 구분된다”며 “요즘에는 두물머리 관광을 하고 용문역 인근 맛집에서 식사를 하는 코스가 젊은층 사이에서 뜨고 있다”고 설명했다.\xa0 ']"
907,[미소365]인기 떡카페 &apos;담장옆에 국화꽃&apos;·&apos;메고지고&apos;·&apos;로야디&apos;,http://www.aflnews.co.kr/news/articleView.html?idxno=137020,2017.10.30,"['\n▲ \'담장옆에 국화꽃\' 카페 전경.요즘 뜨는 ‘핫플레이스’ 마다 떡카페가 들어서고 있어 주목되고 있다이들 떡카페는 여느 디저트 카페 못지 않은 맛과 모양, 여기에 세련된 인테리어까지 겸비하면서 입소문을 타고 ‘명소’로 자리매김하고 있다. 찾는 손님들이 늘어나면서 매장 수도 늘려나가는 등 프렌차이즈로 발전하는 모습이다.#담장옆에 국화꽃- 건강한 재료로 만든 떡, 전통차와 곁들이면 굿! ▲ 떡케이크서울에서 내로라하는 맛집이 한자리에 모여있는 핫플레이스, 서래마을. ‘담장옆에 국화꽃’은 이 곳에서도 유명세를 타고 있는 떡카페다. 국내 한 예능프로그램에 ‘단팥죽’ 전문점으로 소개되면서 입소문이 나기 시작한 이곳은 지금은 디저트 떡 카페로 자리를 잡았다.카페 대표인 오숙경 씨는 원래 커피와 베이커리를 공부하다 재료 자체가 ‘솔직’한 떡에 더 관심을 가지게 됐다. 오 대표는 빵의 경우 버터와 식용유 등 유화제를 많이 첨가하는 데 반해 떡은 그렇지 않아 재료 자체가 ‘솔직’한 게 매력적이라고 표현했다.카페에는 오 대표가 직접 만든 떡케잌을 비롯해 하나씩 개별 포장해 판매 중인 쑥갠떡, 미니설기, 두텁경단 등 예쁘고 아기자기한 떡을 웰빙차나 한방차, 커피 등과 함께 먹을 수 있도록 해 놓았다.세련된 카페 디자인의 ‘담장옆의 국화꽃’은 서래마을점 외에 또 다른 핫플레이스인 고속터미널 파미에스테이션과 정동, 원주 등지에 체인점을 두고 있다.\xa0#메고지고-금방한 따뜻한 떡 맛보세요~ 2분만에 뚝딱▲ 주문과 동시에 즉석 찜기로 떡을 만든다.최근 문재인 대통령의 답례떡으로 더 유명해진 떡담의 ‘메고지고’ 떡카페도 인기를 끌고 있다. 2006년 드라마 촬영을 계기로 유명해진 ‘메고지고’는 즉석에서 떡을 만들어 먹을 수 있다는 점이 이색적이다. 설기떡을 주문과 동시에 즉석 찜기에 넣으면 2분만에 김이 모락모락나는 따뜻한 떡을 먹을 수 있다. 여기에 흑임자, 통팥, 고구마 등의 토핑을 골라서 먹을 수 있는 재미를 더했다. 또 제주 오메기, 미니경단, 라이스파이 등을 개별 포장해 차나 커피와 먹을 수 있도록 했으며 누드인절미, 가래떡튀김 등도 판매한다. 문 대통령이 선물했던 패키지도 그대로 판매 중이다.‘메고지고’는 최근 양재동 aT센터점을 오픈했으며 정자동, 광명, 평촌 등 6개 지역에 매장이 있다.김수정 메고지고 aT점 대표는 “웰빙과 건강 트렌드로 떡에 대한 관심도 많아지고 있다”며 “떡 카페에서 떡을 먹어본 손님들이 떡을 추가로 주문하면서 떡 매출도 함께 높아지고 있다”고 말했다.\xa0#로야디-아침식사용 떡 샌드위치…직장인 ""좋아요""최근 반포대로에 문을 연 작은 떡 카페 ‘로야디’는 주변 직장인들과 주부들 사이에 입소문을 타고 있다. 떡 공방을 운영했던 김은송 대표는 연구, 개발을 통해 천연 재료를 넣은 미니 떡 케잌과 설기 마들렌 등의 선보여 차와 함께 판매 중이다. 미니 떡 케잌은 노란 단호박설기에 8가지 견과를 올려 놓았으며 마들렌은 밤단호박, 자색고그마, 흰강낭콩 등 3가지 종류로 판매한다. 이 카페에서는 또 아침 식사용으로 좋은 떡 샌드위치를 판매, 직장인들로부터 좋은 반응을 얻고 있다. ']"
908,"식품산업협회, 식품산업 최고경영자 세미나 개최",http://www.aflnews.co.kr/news/articleView.html?idxno=136944,2017.10.27,"['\n한국식품산업협회(회장 이창환)는 최근 라오스 비엔티안에서 2017 식품산업 최고경영자 세미나를 개최했다.세미나에서는 △ASEAN 시장 속 라오스를 보다 △라오스 식품 시장의 특징 △라오스 경제 현황 및 전망 등을 주제로 한국무역협회, 코라오그룹 등 각 분야의 다양한 전문가를 통해 동남아시아 교통의 요충지로 평가받고 있는 라오스의 경제 및 식품산업을 이해하고 향후 우리나라 식품산업이 나아가야할 방향을 제시했다.\xa0 ']"
909,"대아청과, 제주 월동무 파렛트 하차 시연회",http://www.aflnews.co.kr/news/articleView.html?idxno=136943,2017.10.27,"['\n대아청과(주)는 최근 무 경매장에서 한국농업경영인중앙연합회, 서울시농수산식품공사, 도매시장법인, 하역노조 임직원들이 참석한 가운데 제주 월동무 컨테이너 파렛트 출하 지게차 하차 시연회를 진행했다.시연회는 월동무 하차거래를 앞두고 하차거래 시 발생할 수 있는 문제점을 사전에 파악키 위해 마련됐다.7톤, 3.5톤, 2.5톤 용량별 지게차를 동원해 다양한 하차 방법이 진행됐고 월동무 하차 시 문턱이 높은 컨테이너는 치수가 큰 박스 포장무를 지게차로 하차하는 데 어려움이 발생했고 랩핑 없이 파렛트에 적재할 경우 박스가 훼손될 수 있는 문제점이 드러났다.\xa0\xa0 ']"
910,"대상, 2017 사랑나눔 바자회 개최…지역공동체 기여",http://www.aflnews.co.kr/news/articleView.html?idxno=136886,2017.10.25,"['\n대상(주)이 오는 27일 신설동 본사 광장에서 2017 사랑나눔 바자회를 연다.사랑나눔 바자회는 2006년 대상이 임직원 기부문화 확산과 지역 공동체에 기여하기 위한 취지로 기획됐다.대상은 사랑나눔 바자회를 통해 매년 소비자 가격 기준 평균 10억원 상당의 수익금과 제품을 한국산림복지진흥원과 전국 푸드뱅크에 기부해왔다. 지난해까지 누적 금액은 113억원에 달한다.이번 바자회에서는 청정원, 종가집, 대상웰라이프, 초록마을, 복음자리 등 대상 식품 브랜드 제품 총 223개 품목을 정상가보다 최대 80% 할인해 판매한다.대상제품 외에도 1사1촌을 맺고 있는 경기 양주시 광적면 비암리 마을의 농산물직거래장터에서 각종 농산물도 함께 만나볼 수 있다.한편 사랑나눔 바자회 행사장에는 청정원 주부봉사단이 운영하는 먹거리 장터도 열린다.이보라 대상 사회공헌팀장은 “대상의 모든 브랜드가 참여하는 사랑나눔 바자회는 소외계층을 위한 기부화 봉사활동을 위해 시작한 뜻 깊은 행사”라며 “앞으로도 임직원들과 지역주민, 나아가 대상 브랜드를 사랑하는 모든 사람들과 함께 하는 행사로 만들겠다”고 밝혔다. ']"
911,HMR원료 분야 집중 공략…매출 180% 이상 급성장,http://www.aflnews.co.kr/news/articleView.html?idxno=136885,2017.10.25,"['\n국내 HMR(가정간편식) 시장 규모가 지속적으로 증가하고 있는 가운데 CJ그룹의 식자재 유통·단체급식 전문기업 CJ프레시웨이가 HMR 원료 분야를 집중 공략하고 있다.CJ프레시웨이는 지난 1월부터 지난달까지 HMR 원료 분야에서 올린 매출은 170억원으로 지난해 동기 대비 180% 이상 급성장했다고 최근 밝혔다.CJ프레시웨이는 올해 초 편의점 딸기 샌드위치를 시작으로 홈쇼핑 채널을 통해 소개된 티라미수, 곰탕, 장어탕 등 조리식품을 제조하는 공장에 양질의 식재료를 공급하는 성과를 올렸다.또한 지난해 11월 인수한 소스 및 조미식품 전문기업 송림푸드도 HMR 원료 시장 개척을 위한 차별화 무기로써 한 몫하고 있다.주로 농축수산물 등 1차 상품을 취급해오던 원료 시장에 다품종 소량생산이 가능한 제조 인프라를 바탕으로 소스류, 시즈닝 등의 맞춤형 가공 상품을 제안할 수 있게 된 것이다. 최근에는 편의점 히트상품인 ‘대게 딱지장 삼각김밥’의 원료인 국산 대게장 소스를 공급키도 했다.이대섭 CJ프레시웨이 신성장사업본부장은 “1인 가구, HMR 키워드를 중심으로 편의점, 홈쇼핑 등 소비트렌드에 민감한 채널이 뜰 것으로 예상해 전략 상품을 제안, 운영한 것이 단기간에 성과를 낼 수 있었던 비결”이라고 밝혔다. ']"
912,빠르게 성장…ASEAN식품시장 &apos;주목&apos;,http://www.aflnews.co.kr/news/articleView.html?idxno=136883,2017.10.25,"['\n일본, 중국, 미국으로의 수출이 대부분인 우리나라가 식품 수출 시장을 넓히기 위해서는 안전, 건강한 먹거리를 필두로 ASEAN(아세안) 시장으로 진출해야 한다는 주장이다.안지정 AJ트레이드파트너스 대표는 최근 농림축산식품부와 한국농수산식품유통공사(aT) 주최로 서울 양재동 aT센터에서 열린 2017 아세안 식품시장 이슈브리핑에서 이 같이 밝혔다.안 대표는 ‘아세안 식품시장 주요 이슈 및 전망’ 발표를 통해 “한국산 식품 수출액은 지난해 기준 86억 달러로 전년대비 7% 증가했으나 수출액의 약 50% 이상이 일본, 중국, 미국 등 주요 3국”이라며 “식품의 성장세가 두드러지게 나타나고 있는 아세안 식품시장을 주목해야 한다”고 밝혔다.아세안 국가별 식품시장 규모는 지난해 기준 인도네시아가 1884억 달러로 시장 내 최대 규모를 보이고 있으며 이어 필리핀(818억 달러), 태국(530억 달러), 말레이시아(359억 달러) 순이다.안 대표는 “아세안 식품시장의 주요 키워드는 경제적 성장에 따른 안전 먹거리에 대한 관심, 비만문제 대두, 식품미용시장 확대, 채식인구 증가로 베지테리언(Vegetarian 채식주의자)시장 성장 등 안전·건강 먹거리가 대부분”이라며 “우리나라의 식품 시장 키워드와 비슷한 만큼 향후 수출성장이 두드러지게 나타날 수 있다”고 설명했다.현재 식품기업들이 소비자니즈에 맞춰 안전·건강 먹거리 상품 개발, 출시에 주력하고 있는 만큼 국내 성향과 비슷한 아세안시장에서의 수출 성장세가 더 크게 나타날 수 있다는 것이다.그는 “경제성장에 따른 무첨가식품, 글루텐프리·락토오스프리 식품시장 성장, 쌀가공식품, 락토오스프리 우유, 분유가 인기를 끌고 있다”며 “체중조절이 식품의 주요 구입요인으로 대두됨에 따라 맛보다 건강을 생각한 무설탕 식음료도 인기”라고 강조했다.안 대표는 “싱가포르의 전체 인구의 약 10%가 채식주의자이며 상류층을 중심으로 고가의 베지테리언 식품이 인기리에 판매되고 있다”며 “다양한 유제품 대체식품과 육류 대체식품도 출시되고 있다”고 덧붙였다. ']"
913,러브미 농촌사랑 마라톤대회서,http://www.aflnews.co.kr/news/articleView.html?idxno=136834,2017.10.24,"['\n(사)한국쌀가공식품협회는 지난 21일 서울 여의도 한강공원에서 농림축산식품부와 농협이 주최한 제 16회 러브미 농촌사랑 마라톤대회에서 쌀가공식품 특별 홍보 부스를 운영했다.쌀가공식품 특별 홍보 부스에서는 2017년 쌀가공품 품평회에서 선정된 TOP10 제품뿐만 아니라 건강하고 다양한 쌀가공식품을 선별, 전시해 쌀가공산업과 농업·농촌의 가치를 홍보했다.\xa0\xa0 ']"
914,고혈압 가족력 있다면 소금 섭취 유의해야,http://www.aflnews.co.kr/news/articleView.html?idxno=136809,2017.10.24,"['\n고혈압 가족력이 있다면 소금 섭취를 더욱 유의해야 하는 것으로 나타났다.곽창근 한국식품연구원 박사팀과 양윤정 동덕여대 교수팀은 최근 질병관리본부 한국인 유전체 역학조사연구의 지역사회 기반 코호트 자료를 분석한 결과 고혈압 관련 유전자를 보유한 사람의 과다한 소금섭취는 고혈압 발병률을 높인다는 것을 확인했다.과다한 소금 섭취로 인한 나트륨 섭취가 혈압을 상승시킨다는 사실은 잘 알려져 있다. 고혈압은 가족력이 중요하고 관련 유전자도 일부 알려져 있으나 고혈압 관련 유전자 변이와 나트륨 섭취량의 상관관계가 고혈압 발병에 미치는 영향에 대한 연구는 미미하다.연구팀은 안산-안성 코호트 데이터에 포함된 8839명에 대한 전장유전체 연관분석을 통해 178개의 SNP(Single Nucleotide Polymorphism)가 고혈압과 관련이 있으며, 그 중 21개의 gene symbol에 22개의 대표 SNP가 고혈압과 높은 상관관계가 있음을 발견했다.또한 안산-안성 코호트 데이터는 개인별 유전자 및 나트륨·칼륨 섭취량 관련 정보가 있어 해당 유전자 변이와 소변 중 나트륨비율사이의 상관관계가 고혈압 유병 유무에 미치는 영향을 확인할 수 있다.곽 박사는 “이번 연구는 한국인 유전체 대상 대규모 연구라는 점에서 의미가 있고 나이, 성별, 비만도, 흡연 여부 등과 같은 혼동변수들을 조절함으로써 변수로부터 영향을 최소화했다”고 밝혔다. ']"
